,task_id,client_id,task,level,time_on_task,time_start,time_end,num_correct,num_incorrect,num_all_correct,TLX_mean,finished,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,date_time_end,client_id,age,sex_male,hand_right,education,n2_correct,n2_incorrect,n2_all_correct,n2_time_start,n3_correct,n3_incorrect,n3_all_correct,n3_time_start,sincerity,fairness,greed_avoidance,modesty,fearfulness,anxiety,dependence,sentimentality,social_self_esteem,social_boldness,sociability,liveliness,forgiveness,gentleness,flexibility,patience,organization,diligence,perfectionism,prudence,aesthetic_appreciation,inquisitiveness,creativity,unconventionality,honesty,emotionality,extraversion,agreeableness,conscientiousness,openness,opacity_median,opacity_std,n2_meta,n3_meta
2,299,8a1ep,HP,1,52871,1.50788E+12,1.50788E+12,21,0,21,9,TRUE,2,1,1,1,2,2,39:45.8,8a1ep,22,TRUE,TRUE,1,16,1,17,1507882516,7,3,9,1507882843,4,2.33333,4,2,1.66667,3,2,3,4,3.66667,4,4,2,3.33333,4.33333,5,3,3.5,3.33333,4.33333,3,2,4.33333,4,3.08333,2.41667,3.91667,3.66667,3.54167,3.33333,0.070588235,0.019686118,0.941176471,0.777777778
3,300,8a1ep,FA,2,177012,1.50788E+12,1.50788E+12,10,1,10,15,TRUE,4,2,3,1,3,2,43:59.9,8a1ep,22,TRUE,TRUE,1,16,1,17,1507882516,7,3,9,1507882843,4,2.33333,4,2,1.66667,3,2,3,4,3.66667,4,4,2,3.33333,4.33333,5,3,3.5,3.33333,4.33333,3,2,4.33333,4,3.08333,2.41667,3.91667,3.66667,3.54167,3.33333,0.070588235,0.045551679,0.941176471,0.777777778
4,301,8a1ep,FA,1,75832,1.50788E+12,1.50788E+12,9,3,10,10,TRUE,2,1,2,1,2,2,46:06.2,8a1ep,22,TRUE,TRUE,1,16,1,17,1507882516,7,3,9,1507882843,4,2.33333,4,2,1.66667,3,2,3,4,3.66667,4,4,2,3.33333,4.33333,5,3,3.5,3.33333,4.33333,3,2,4.33333,4,3.08333,2.41667,3.91667,3.66667,3.54167,3.33333,0.062745098,0.026098594,0.941176471,0.777777778
5,302,8a1ep,FA,0,33523,1.50788E+12,1.50788E+12,10,0,10,8,TRUE,1,1,2,1,1,2,47:24.9,8a1ep,22,TRUE,TRUE,1,16,1,17,1507882516,7,3,9,1507882843,4,2.33333,4,2,1.66667,3,2,3,4,3.66667,4,4,2,3.33333,4.33333,5,3,3.5,3.33333,4.33333,3,2,4.33333,4,3.08333,2.41667,3.91667,3.66667,3.54167,3.33333,0.070588235,0.039476258,0.941176471,0.777777778
6,303,8a1ep,GC,1,39731,1.50788E+12,1.50788E+12,0,0,5,12,TRUE,3,1,1,2,3,2,49:09.6,8a1ep,22,TRUE,TRUE,1,16,1,17,1507882516,7,3,9,1507882843,4,2.33333,4,2,1.66667,3,2,3,4,3.66667,4,4,2,3.33333,4.33333,5,3,3.5,3.33333,4.33333,3,2,4.33333,4,3.08333,2.41667,3.91667,3.66667,3.54167,3.33333,0.047058824,0.009056475,0.941176471,0.777777778
7,304,8a1ep,GC,2,35586,1.50788E+12,1.50788E+12,0,0,5,14,TRUE,4,1,1,3,3,2,50:34.4,8a1ep,22,TRUE,TRUE,1,16,1,17,1507882516,7,3,9,1507882843,4,2.33333,4,2,1.66667,3,2,3,4,3.66667,4,4,2,3.33333,4.33333,5,3,3.5,3.33333,4.33333,3,2,4.33333,4,3.08333,2.41667,3.91667,3.66667,3.54167,3.33333,0.058823529,0.026012743,0.941176471,0.777777778
0,243,rc1in,HP,2,104310,1.50823E+12,1.50823E+12,21,2,21,12,TRUE,2,1,3,2,3,1,18:33.8,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.109803922,0.03098894,1,0.375
1,244,rc1in,HP,0,57596,1.50823E+12,1.50823E+12,21,2,21,11,TRUE,1,2,3,2,2,1,20:32.4,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.101960784,0.033275613,1,0.375
2,245,rc1in,HP,1,61832,1.50823E+12,1.50823E+12,18,2,21,13,TRUE,3,2,3,2,2,1,22:24.8,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.094117647,0.017454075,1,0.375
3,246,rc1in,FA,2,85804,1.50823E+12,1.50823E+12,10,2,10,11,TRUE,2,1,2,2,3,1,25:57.3,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.11372549,0.042431197,1,0.375
4,247,rc1in,FA,1,181576,1.50823E+12,1.50823E+12,8,0,10,17,FALSE,3,1,3,3,4,3,30:08.4,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.098039216,0.060676692,1,0.375
5,248,rc1in,FA,0,58513,1.50823E+12,1.50823E+12,10,0,10,9,TRUE,2,1,2,1,2,1,31:58.5,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.094117647,0.005545936,1,0.375
6,249,rc1in,GC,1,59554,1.50823E+12,1.50823E+12,0,0,5,12,TRUE,3,1,1,3,3,1,34:34.5,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.117647059,0.097235925,1,0.375
7,250,rc1in,GC,2,54081,1.50823E+12,1.50823E+12,0,0,5,14,TRUE,3,1,1,5,3,1,36:13.3,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.101960784,0.011764706,1,0.375
8,251,rc1in,GC,0,23201,1.50823E+12,1.50823E+12,0,0,5,9,TRUE,2,1,1,2,2,1,37:24.3,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.125490196,0.044367484,1,0.375
9,252,rc1in,NC,0,52363,1.50823E+12,1.50823E+12,11,0,11,11,TRUE,3,1,1,2,3,1,39:13.7,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.121568627,0.034723049,1,0.375
10,253,rc1in,NC,2,147768,1.50823E+12,1.50823E+12,5,2,4,14,TRUE,3,1,4,2,3,1,42:24.5,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.109803922,0.024409318,1,0.375
11,254,rc1in,NC,1,97400,1.50823E+12,1.50823E+12,14,0,14,11,TRUE,3,1,1,2,3,1,44:48.0,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.094117647,0.010490145,1,0.375
12,255,rc1in,SX,0,39075,1.50823E+12,1.50823E+12,20,0,20,13,TRUE,2,2,1,2,2,4,46:57.5,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.109803922,0.032338083,1,0.375
13,256,rc1in,SX,1,131266,1.50823E+12,1.50823E+12,19,0,20,14,TRUE,3,1,3,2,3,2,49:55.1,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.101960784,0.036084114,1,0.375
14,257,rc1in,SX,2,172376,1.50823E+12,1.50823E+12,20,0,20,14,TRUE,3,1,3,1,4,2,53:32.8,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.101960784,0.06702518,1,0.375
15,258,rc1in,PT,1,38420,1.50823E+12,1.50823E+12,9,1,10,10,TRUE,3,1,1,2,2,1,55:12.2,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.219607843,0.141828559,1,0.375
16,259,rc1in,PT,0,27408,1.50823E+12,1.50823E+12,10,0,10,8,TRUE,2,1,1,1,2,1,56:58.3,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.215686275,0.171924002,1,0.375
17,260,rc1in,PT,2,86440,1.50823E+12,1.50823E+12,0,10,10,12,TRUE,3,1,1,2,4,1,59:07.0,rc1in,27,TRUE,FALSE,3,15,0,15,1508226960,3,1,8,1508227285,4,3.33333,3.5,4,1.66667,2.5,1.5,2.33333,4.33333,3.66667,1,4,2,3.33333,2.66667,2,2.5,4,2,3.66667,2.5,3.5,3.33333,3.33333,3.70833,2,3.25,2.5,3.04167,3.16667,0.101960784,0.03524567,1,0.375
1,316,5gpsc,HP,2,102227,1.50823E+12,1.50823E+12,39,0,21,13,TRUE,2,2,2,2,2,3,39:27.8,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.101960784,0.034850007,0.9,0.428571429
2,317,5gpsc,HP,0,88632,1.50823E+12,1.50823E+12,42,0,21,12,TRUE,2,2,2,2,2,2,42:10.9,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.094117647,0.040837907,0.9,0.428571429
3,318,5gpsc,HP,1,101519,1.50823E+12,1.50823E+12,44,0,21,12,TRUE,2,2,2,2,2,2,44:31.6,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.094117647,0.042880454,0.9,0.428571429
4,319,5gpsc,FA,2,105419,1.50823E+12,1.50823E+12,20,2,10,16,TRUE,3,2,2,3,3,3,47:24.0,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.109803922,0.036841131,0.9,0.428571429
5,320,5gpsc,FA,1,181616,1.50823E+12,1.50823E+12,16,0,10,22,FALSE,4,2,4,4,4,4,51:15.7,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.094117647,0.031123557,0.9,0.428571429
6,321,5gpsc,FA,0,129321,1.50823E+12,1.50823E+12,20,0,10,18,TRUE,3,2,3,2,4,4,54:08.8,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.109803922,0.044731656,0.9,0.428571429
7,322,5gpsc,GC,1,81541,1.50823E+12,1.50823E+12,0,0,5,16,TRUE,3,2,2,3,3,3,56:42.9,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.094117647,0.071985344,0.9,0.428571429
8,323,5gpsc,GC,2,181183,1.50823E+12,1.50823E+12,0,0,5,21,FALSE,3,2,4,4,4,4,00:25.7,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.094117647,0.031603007,0.9,0.428571429
9,324,5gpsc,GC,0,42448,1.50823E+12,1.50823E+12,0,0,5,12,TRUE,2,2,2,2,2,2,01:57.4,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.101960784,0.013124079,0.9,0.428571429
10,325,5gpsc,NC,0,55865,1.50823E+12,1.50823E+12,22,2,11,12,TRUE,2,2,2,2,2,2,03:52.3,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.101960784,0.01963397,0.9,0.428571429
11,326,5gpsc,NC,2,162097,1.50823E+12,1.50823E+12,8,2,4,17,TRUE,3,2,3,3,3,3,07:13.8,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.109803922,0.022397978,0.9,0.428571429
12,327,5gpsc,NC,1,181159,1.50823E+12,1.50824E+12,20,2,14,24,FALSE,2,2,5,5,5,5,10:58.7,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.101960784,0.047802103,0.9,0.428571429
13,328,5gpsc,SX,0,28772,1.50824E+12,1.50824E+12,40,0,20,15,TRUE,2,3,2,2,3,3,12:50.3,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.196078431,0.022183742,0.9,0.428571429
14,329,5gpsc,SX,1,49073,1.50824E+12,1.50824E+12,40,0,20,15,TRUE,3,3,2,2,2,3,14:23.7,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.125490196,0.023266505,0.9,0.428571429
15,330,5gpsc,SX,2,98225,1.50824E+12,1.50824E+12,40,0,20,18,TRUE,4,3,3,2,3,3,16:45.8,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.105882353,0.066020929,0.9,0.428571429
16,331,5gpsc,PT,1,43133,1.50824E+12,1.50824E+12,18,2,10,21,TRUE,4,3,2,3,4,5,18:51.3,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.109803922,0.027169424,0.9,0.428571429
17,332,5gpsc,PT,0,41716,1.50824E+12,1.50824E+12,20,0,10,14,TRUE,2,2,2,2,2,4,20:26.6,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.109803922,0.053078978,0.9,0.428571429
18,333,5gpsc,PT,2,94521,1.50824E+12,1.50824E+12,0,20,10,30,TRUE,5,5,5,5,5,5,22:41.9,5gpsc,27,TRUE,TRUE,3,9,0,10,1508231755,3,1,7,1508232080,4,3,4.5,3.5,2.66667,3.5,2,3,2.66667,3,2.5,2.5,3,3.66667,2.33333,4.5,2,2.5,3,3,3.5,3,4,3.33333,3.75,2.79167,2.66667,3.375,2.625,3.45833,0.129411765,0.021383639,0.9,0.428571429
0,225,wjxci,HP,2,120697,1.50833E+12,1.50833E+12,21,0,21,14,TRUE,3,2,2,2,3,2,25:38.4,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.109803922,0.031139958,0.933333333,0.461538462
1,226,wjxci,HP,0,55772,1.50833E+12,1.50833E+12,21,0,21,7,TRUE,1,1,1,1,2,1,27:54.1,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.094117647,0.008942552,0.933333333,0.461538462
2,227,wjxci,HP,1,63755,1.50833E+12,1.50833E+12,19,0,21,9,TRUE,2,2,1,1,2,1,29:53.6,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.08627451,0.032877089,0.933333333,0.461538462
3,228,wjxci,FA,2,55300,1.50833E+12,1.50833E+12,10,0,10,14,TRUE,3,3,2,2,2,2,32:08.9,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.117647059,0.053367924,0.933333333,0.461538462
4,229,wjxci,FA,1,74885,1.50833E+12,1.50833E+12,9,0,10,17,TRUE,3,3,3,2,3,3,34:56.2,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.101960784,0.011811299,0.933333333,0.461538462
5,230,wjxci,FA,0,35979,1.50833E+12,1.50833E+12,10,1,10,8,TRUE,1,2,1,1,1,2,36:58.8,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.109803922,0,0.933333333,0.461538462
6,231,wjxci,GC,1,69924,1.50833E+12,1.50833E+12,0,0,5,19,TRUE,3,3,3,4,3,3,39:35.3,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.105882353,0.042212306,0.933333333,0.461538462
7,232,wjxci,GC,2,119032,1.50833E+12,1.50833E+12,0,0,5,21,TRUE,4,3,4,4,3,3,42:41.7,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.098039216,0.016383779,0.933333333,0.461538462
8,233,wjxci,GC,0,40805,1.50833E+12,1.50833E+12,0,0,5,6,TRUE,1,1,1,1,1,1,44:18.0,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.105882353,0.004528237,0.933333333,0.461538462
9,234,wjxci,NC,0,51133,1.50833E+12,1.50833E+12,12,0,11,12,TRUE,3,3,2,1,2,1,46:40.3,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.101960784,0.015018464,0.933333333,0.461538462
10,235,wjxci,NC,2,137574,1.50833E+12,1.50833E+12,4,0,4,20,TRUE,4,3,4,2,4,3,49:49.4,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.094117647,0.008235534,0.933333333,0.461538462
11,236,wjxci,NC,1,86828,1.50833E+12,1.50833E+12,14,0,14,19,TRUE,4,3,3,2,4,3,52:07.7,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.101960784,0.011837105,0.933333333,0.461538462
12,237,wjxci,SX,0,25080,1.50833E+12,1.50833E+12,20,0,20,9,TRUE,2,2,1,1,2,1,53:38.9,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.152941176,0.005545936,0.933333333,0.461538462
13,238,wjxci,SX,1,55344,1.50833E+12,1.50833E+12,20,0,20,13,TRUE,3,2,2,1,3,2,55:39.2,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.094117647,0.011481177,0.933333333,0.461538462
14,239,wjxci,SX,2,112840,1.50833E+12,1.50833E+12,19,0,20,19,TRUE,3,4,3,2,4,3,58:15.0,wjxci,26,TRUE,TRUE,3,14,0,15,1508327834,6,2,13,1508328166,3.66667,2.66667,3,3.5,3,5,2,4.33333,4,3.33333,3.5,2,2,3,3.66667,2,2.5,4,5,4,5,4.5,4.66667,4.66667,3.20833,3.58333,3.20833,2.66667,3.875,4.70833,0.101960784,0.017633189,0.933333333,0.461538462
